0,0
8024,1
4638,2
511,3
510,4
100,5
1744,6
671,7
1762,8
704,9
782,10
749,11
1469,12
3221,13
3300,14
2399,15
1920,16
679,17
711,18
833,19
689,20
677,21
1765,22
1355,23
1139,24
868,25
6206,26
2339,27
6121,28
3696,29
6821,30
5307,31
2157,32
3173,33
8029,34
702,35
3189,36
6956,37
809,38
9174,39
3341,40
1168,41
2356,42
2768,43
4495,44
2190,45
6822,46
1059,47
2769,48
812,49
3124,50
1914,51
712,52
3198,53
800,54
772,55
3315,56
2245,57
7270,58
2141,59
5442,60
2110,61
3175,62
2456,63
8020,64
8021,65
2458,66
4415,67
1398,68
1220,69
3299,70
7770,71
1068,72
7028,73
1213,74
4510,75
4385,76
754,77
1062,78
4852,79
678,80
2845,81
1277,82
1217,83
1146,84
3845,85
1169,86
5632,87
1265,88
2137,89
3152,90
860,91
6814,92
1184,93
1394,94
5023,95
1767,96
2218,97
1921,98
680,99
6432,100
7481,101
8038,102
1400,103
6381,104
3322,105
752,106
3791,107
1447,108
4500,109
5543,110
5401,111
2533,112
6598,113
1290,114
738,115
1912,116
1282,117
1218,118
722,119
5445,120
6392,121
2600,122
1962,123
1266,124
2398,125
1164,126
7032,127
1093,128
1392,129
2094,130
1039,131
2207,132
8569,133
2199,134
794,135
821,136
3209,137
674,138
7309,139
2990,140
2496,141
2552,142
697,143
1071,144
8039,145
6134,146
4905,147
1999,148
1054,149
1501,150
8030,151
1377,152
7027,153
2428,154
2487,155
3121,156
4708,157
1092,158
807,159
6629,160
1079,161
4680,162
776,163
6858,164
4906,165
1057,166
676,167
5143,168
3833,169
3717,170
5018,171
855,172
6963,173
2193,174
3613,175
7579,176
4294,177
6887,178
2792,179
686,180
1403,181
1343,182
4689,183
7566,184
1872,185
6820,186
2347,187
1825,188
3862,189
886,190
5052,191
3297,192
791,193
1399,194
3318,195
5320,196
4989,197
1298,198
5310,199
2400,200
2825,201
763,202
3633,203
2418,204
2898,205
769,206
2128,207
4157,208
2595,209
6205,210
691,211
9163,212
818,213
1066,214
5468,215
4507,216
6237,217
4518,218
517,219
518,220
5299,221
3136,222
3780,223
924,224
7368,225
1385,226
7339,227
1104,228
2692,229
4923,230
1350,231
7305,232
3309,233
2658,234
6444,235
1357,236
6809,237
3333,238
721,239
7313,240
7030,241
1730,242
2476,243
3634,244
2229,245
1963,246
2397,247
2773,248
2945,249
2408,250
8031,251
8026,252
6379,253
741,254
3119,255
7484,256
2424,257
1728,258
2828,259
7354,260
6662,261
3635,262
6369,263
2255,264
8032,265
4197,266
753,267
7415,268
3683,269
5509,270
4685,271
3123,272
3736,273
2562,274
817,275
1215,276
1044,277
715,278
928,279
762,280
830,281
4289,282
1366,283
7555,284
3291,285
1046,286
6818,287
5688,288
5439,289
9414,290
5466,291
6413,292
7599,293
3187,294
6226,295
4692,296
2900,297
758,298
3184,299
6371,300
852,301
2501,302
2861,303
3724,304
1737,305
1555,306
8901,307
2797,308
6389,309
8017,310
3172,311
7410,312
5125,313
6756,314
3918,315
3419,316
6574,317
2208,318
6817,319
8033,320
4777,321
1333,322
1905,323
2682,324
1378,325
3340,326
1358,327
3330,328
3177,329
2466,330
816,331
9234,332
1745,333
3698,334
6225,335
5277,336
5408,337
3217,338
3144,339
1348,340
1957,341
1344,342
1925,343
837,344
1166,345
6863,346
1158,347
1196,348
1724,349
3362,350
5314,351
7674,352
3766,353
1291,354
2832,355
3118,356
9198,357
1814,358
2972,359
8034,360
5635,361
740,362
9885,363
3416,364
4275,365
2382,366
1726,367
8929,368
4868,369
1359,370
2590,371
6848,372
1372,373
3302,374
8036,375
4850,376
1126,377
3403,378
751,379
3146,380
6395,381
6228,382
6577,383
8939,384
831,385
2970,386
3353,387
5279,388
3389,389
3837,390
6929,391
683,392
1353,393
5330,394
2209,395
6158,396
1453,397
6224,398
4374,399
4636,400
976,401
1928,402
1296,403
5852,404
3126,405
1232,406
2548,407
6084,408
1346,409
3354,410
2523,411
7716,412
4955,413
1325,414
8035,415
5302,416
4916,417
1199,418
3360,419
857,420
9089,421
6589,422
783,423
2357,424
4135,425
6624,426
1780,427
2512,428
5686,429
2697,430
2787,431
2791,432
1380,433
4028,434
4696,435
6716,436
2375,437
4660,438
1086,439
185,440
5296,441
3680,442
6421,443
4372,444
1045,445
1221,446
6448,447
2346,448
10327,449
2553,450
698,451
8037,452
3307,453
727,454
3418,455
5032,456
2798,457
1154,458
2571,459
6612,460
897,461
3926,462
7478,463
2821,464
2130,465
6760,466
5682,467
6387,468
2772,469
2372,470
9484,471
5384,472
6569,473
4802,474
2336,475
3777,476
4761,477
3326,478
1798,479
2802,480
1072,481
823,482
3949,483
1114,484
7213,485
2124,486
2471,487
6399,488
1061,489
7444,490
5739,491
5500,492
1069,493
6496,494
6825,495
862,496
4684,497
7344,498
1105,499
736,500
1278,501
966,502
7023,503
5276,504
5709,505
6380,506
1993,507
6843,508
1462,509
3428,510
2349,511
4384,512
720,513
3952,514
1147,515
3211,516
5745,517
5101,518
3636,519
3867,520
2145,521
1155,522
1153,523
5636,524
1510,525
7471,526
1216,527
4413,528
5326,529
1156,530
7350,531
3621,532
6862,533
5862,534
3667,535
788,536
6632,537
4263,538
8043,539
4937,540
4958,541
1862,542
3563,543
1440,544
1894,545
6772,546
1906,547
3975,548
4767,549
10351,550
2518,551
5815,552
2168,553
1352,554
1322,555
6566,556
4178,557
6356,558
1036,559
7178,560
1259,561
3828,562
1961,563
6382,564
6393,565
779,566
3171,567
872,568
4007,569
6397,570
7676,571
5162,572
2844,573
5335,574
978,575
521,576
522,577
1898,578
1159,579
4212,580
2146,581
7357,582
2622,583
2361,584
3813,585
898,586
3241,587
1283,588
3616,589
6823,590
2961,591
5102,592
7252,593
3313,594
7448,595
2099,596
915,597
3779,598
1351,599
856,600
8013,601
4276,602
5273,603
6568,604
819,605
912,606
5679,607
6588,608
5440,609
3413,610
1772,611
6573,612
2225,613
2231,614
1927,615
2360,616
7218,617
3466,618
1759,619
6375,620
7557,621
2100,622
4664,623
1587,624
2831,625
2526,626
3227,627
2233,628
3417,629
4960,630
2237,631
3131,632
3797,633
6804,634
1908,635
6639,636
1304,637
6163,638
5783,639
7741,640
4794,641
2902,642
914,643
2820,644
3159,645
1923,646
3029,647
2159,648
739,649
5165,650
10684,651
865,652
3614,653
1075,654
3249,655
1824,656
4346,657
2266,658
7942,659
1367,660
4991,661
6816,662
2135,663
1121,664
7188,665
3800,666
1818,667
1741,668
1315,669
4635,670
1690,671
7390,672
1070,673
10300,674
3726,675
7434,676
3180,677
7607,678
1922,679
7361,680
4873,681
1222,682
7319,683
1041,684
1946,685
2809,686
2226,687
1227,688
4886,689
4788,690
3250,691
7564,692
3946,693
7608,694
756,695
1063,696
2703,697
2824,698
2175,699
2259,700
4925,701
7345,702
2974,703
4526,704
707,705
2578,706
1316,707
7370,708
7360,709
5831,710
1314,711
2412,712
2916,713
6981,714
2123,715
1599,716
1545,717
2573,718
2279,719
684,720
4506,721
2376,722
6438,723
5381,724
4408,725
1091,726
7987,727
7372,728
3295,729
4895,730
2355,731
5303,732
7509,733
836,734
3193,735
6241,736
705,737
2247,738
4917,739
3625,740
5659,741
5988,742
1310,743
12869,744
7728,745
4125,746
2857,747
2434,748
7583,749
6435,750
5736,751
1285,752
1384,753
2419,754
2521,755
4324,756
2971,757
11213,758
6579,759
5790,760
3160,761
5722,762
1008,763
673,764
6924,765
7561,766
4993,767
4567,768
5966,769
1065,770
808,771
1288,772
4706,773
4862,774
3836,775
3968,776
5661,777
4995,778
1506,779
5050,780
784,781
5390,782
6631,783
7151,784
5526,785
743,786
1391,787
6378,788
1849,789
1313,790
792,791
757,792
3409,793
2810,794
7348,795
3215,796
3727,797
6844,798
1140,799
4514,800
4522,801
7353,802
2166,803
1157,804
793,805
934,806
2968,807
952,808
5287,809
6407,810
3125,811
4277,812
2506,813
6768,814
4307,815
4164,816
2431,817
2342,818
1420,819
2144,820
1100,821
5356,822
2617,823
2429,824
1939,825
3632,826
7667,827
4306,828
3959,829
1736,830
2111,831
2940,832
2154,833
1952,834
5865,835
6852,836
2834,837
4867,838
5164,839
1286,840
4673,841
2388,842
1174,843
1073,844
4851,845
2593,846
1374,847
2767,848
5389,849
719,850
5305,851
4899,852
5564,853
1395,854
4080,855
891,856
1305,857
3844,858
3441,859
2147,860
2938,861
6586,862
2881,863
3332,864
5529,865
2515,866
1076,867
5554,868
1297,869
1161,870
1426,871
4670,872
3064,873
5290,874
6581,875
6587,876
5392,877
4900,878
3188,879
5327,880
3805,881
6468,882
6571,883
3289,884
1461,885
7479,886
2897,887
3719,888
3018,889
2213,890
12164,891
2886,892
4764,893
6117,894
7556,895
4919,896
5318,897
1828,898
1915,899
3817,900
4771,901
7831,902
7506,903
6230,904
6824,905
2345,906
5670,907
5770,908
4128,909
3216,910
3265,911
750,912
2421,913
977,914
3823,915
7946,916
2935,917
2014,918
5680,919
5246,920
2497,921
7164,922
7560,923
12911,924
6427,925
1916,926
1327,927
4373,928
3342,929
6125,930
4719,931
3378,932
1171,933
2875,934
6374,935
3338,936
2131,937
1107,938
1967,939
4545,940
3312,941
2417,942
3517,943
5117,944
6614,945
8028,946
4448,947
7433,948
2805,949
2813,950
5375,951
1429,952
1369,953
1947,954
7961,955
6401,956
2495,957
3190,958
6590,959
2823,960
6934,961
6664,962
5011,963
7905,964
4997,965
1788,966
6878,967
6627,968
6835,969
4669,970
2519,971
2101,972
5576,973
2720,974
3186,975
969,976
6783,977
4511,978
1415,979
2335,980
6567,981
6006,982
1324,983
824,984
965,985
3678,986
6842,987
13218,988
2340,989
12963,990
1102,991
1383,992
1103,993
2415,994
7440,995
7167,996
3325,997
6133,998
778,999
2528,1000
3688,1001
5341,1002
4493,1003
2442,1004
3763,1005
4170,1006
5298,1007
6440,1008
6235,1009
3749,1010
2127,1011
3358,1012
714,1013
5074,1014
839,1015
2920,1016
1743,1017
6762,1018
1048,1019
1225,1020
1909,1021
7826,1022
2140,1023
3308,1024
4633,1025
7397,1026
7970,1027
2170,1028
3191,1029
5301,1030
2108,1031
1548,1032
5471,1033
811,1034
7355,1035
6633,1036
802,1037
3319,1038
2582,1039
6132,1040
6881,1041
3448,1042
5042,1043
1423,1044
881,1045
7649,1046
2864,1047
725,1048
2577,1049
5855,1050
5041,1051
1417,1052
1381,1053
7413,1054
774,1055
6649,1056
1300,1057
1520,1058
3373,1059
4078,1060
6841,1061
843,1062
1331,1063
2956,1064
2868,1065
6778,1066
1149,1067
6564,1068
2411,1069
3208,1070
7029,1071
3351,1072
4060,1073
7944,1074
5528,1075
5811,1076
12620,1077
5010,1078
5344,1079
3001,1080
2134,1081
1249,1082
3738,1083
5168,1084
5063,1085
3647,1086
3868,1087
6813,1088
2876,1089
845,1090
5885,1091
1936,1092
5291,1093
948,1094
6983,1095
6854,1096
2799,1097
955,1098
7239,1099
3807,1100
2391,1101
6370,1102
4130,1103
6948,1104
3236,1105
6645,1106
3122,1107
4881,1108
6659,1109
4688,1110
2196,1111
6628,1112
4908,1113
3345,1114
2995,1115
828,1116
3490,1117
4422,1118
6130,1119
849,1120
5040,1121
5663,1122
5029,1123
2634,1124
2483,1125
1896,1126
6437,1127
7241,1128
2454,1129
2192,1130
1779,1131
6289,1132
1239,1133
3793,1134
3141,1135
2139,1136
1373,1137
2270,1138
1235,1139
